signal,lag_days,residual_plv
Mercury,88,0.03947558970549087
Mercury,89,0.03479021825114935
Mercury,90,0.03037608852195744
Mercury,91,0.025935861806835374
Mercury,92,0.021440689233408992
Mercury,93,0.017905953563471265
Mercury,94,0.015329026502056165
Mercury,95,0.013485868717325126
Mercury,96,0.013164600565538545
Mercury,97,0.014516623535714954
Mercury,98,0.017136395593675986
Mercury,99,0.020635922006716954
Mercury,100,0.02477397591720884
Mercury,101,0.029443614613244018
Mercury,102,0.034516225510843525
Mercury,103,0.03977547653279145
Mercury,104,0.04499582876549836
Mercury,105,0.04999783551248248
Mercury,106,0.054692762198707244
Mercury,107,0.05910150207119295
Mercury,108,0.06336675251491575
Mercury,109,0.06779722817493582
Mercury,110,0.07227298311762197
Mercury,111,0.07668980213284628
Mercury,112,0.08129419266220282
Mercury,113,0.08598577983185544
Mercury,114,0.0906336073380441
Mercury,115,0.09521825272097477
Mercury,116,0.0997495757789133
Mercury,117,0.10423253735479478
Mercury,118,0.10861441589215302
Mercury,119,0.11271772896230874
Mercury,120,0.11586822019128742
Mercury,121,0.11878266935874233
Mercury,122,0.12193318611384893
Mercury,123,0.12519331648773302
Mercury,124,0.12845183212328962
Mercury,125,0.13151924123496997
Mercury,126,0.13371480738874003
Mercury,127,0.13495477738305367
Mercury,128,0.136032889137382
Mercury,129,0.1373778535390871
Mercury,130,0.13947335006929992
Mercury,131,0.14206624396238215
Mercury,132,0.14488613865962094
Mercury,133,0.14782296286666874
Mercury,134,0.15079104592881115
Mercury,135,0.15371046007071232
Mercury,136,0.1565707064326743
Mercury,137,0.1593297449154211
Mercury,138,0.1618468219892896
Mercury,139,0.16390017870501522
Mercury,140,0.165311346639256
Mercury,141,0.1659285798265813
Mercury,142,0.1658347979353245
Mercury,143,0.16520460010775867
Mercury,144,0.16410736832419473
Mercury,145,0.16266477557514405
Mercury,146,0.161060946802117
Mercury,147,0.15949617939106572
Mercury,148,0.15818828752832115
Mercury,149,0.1573618724623456
Mercury,150,0.1572358551785053
Mercury,151,0.1580144286293533
Mercury,152,0.15984811990333328
Mercury,153,0.1627384441481755
Mercury,154,0.1665078460765629
Mercury,155,0.1709914666814798
Mercury,156,0.17609867021367007
Mercury,157,0.18179863685108666
Mercury,158,0.1882324527036158
Mercury,159,0.1953712718023002
Mercury,160,0.20235880199293238
Mercury,161,0.209019011869274
Mercury,162,0.21585315009625697
Mercury,163,0.22317913403153927
Mercury,164,0.23067712985283578
Mercury,165,0.23808538393155693
Mercury,166,0.24528236388278238
Mercury,167,0.25211109037647106
Mercury,168,0.25842496522280406
Mercury,169,0.2640282630880467
Mercury,170,0.2686273584843432
Mercury,171,0.271192947093387
Mercury,172,0.27256378732500747
Mercury,173,0.27281538540595107
Mercury,174,0.2717011526289544
Mercury,175,0.2698029678979674
Mercury,176,0.2670572218466144
Mercury,177,0.2634186778627009
Mercury,178,0.25889696593334194
Mercury,179,0.2535235384978759
Mercury,180,0.2474036681419628
Mercury,181,0.24077839130315853
Mercury,182,0.23403262310011375
Mercury,183,0.2276070007487623
Mercury,184,0.2217367089108466
Mercury,185,0.21618497085079477
Mercury,186,0.21070298280387928
Mercury,187,0.2051241462256747
Mercury,188,0.19935744425479404
Mercury,189,0.19334762056927088
Mercury,190,0.1870932817446494
Mercury,191,0.18063095300391396
Mercury,192,0.17403550342914303
Mercury,193,0.16739094282764547
Mercury,194,0.16080424511753458
Mercury,195,0.15438390064602617
Mercury,196,0.14825612442253758
Mercury,197,0.14253487348383012
Mercury,198,0.13733340557570858
Mercury,199,0.13271935853569228
Mercury,200,0.12868601383921335
Mercury,201,0.12494930190733737
Mercury,202,0.12086351610752467
Mercury,203,0.11688686357787649
Mercury,204,0.11280691836906605
Mercury,205,0.10812250627105165
Mercury,206,0.10420680156651568
Mercury,207,0.10095362777639422
Mercury,208,0.09803679952358373
Mercury,209,0.09531416477750908
Mercury,210,0.0927822026565311
Mercury,211,0.09053262841179237
Mercury,212,0.08871219764720906
Mercury,213,0.08708457381500659
Mercury,214,0.08580332465354701
Mercury,215,0.08545225513129358
Mercury,216,0.08631298854355088
Mercury,217,0.08851886914711199
Mercury,218,0.09176482061055037
Mercury,219,0.0957540864624724
Mercury,220,0.10022814788939911
Mercury,221,0.10496498863785114
Mercury,222,0.10982992198468126
Mercury,223,0.11475555253519389
Mercury,224,0.11959920269137035
Mercury,225,0.12431160443662768
Mercury,226,0.1300126263772076
Mercury,227,0.13667400438016142
Mercury,228,0.14316736117402729
Mercury,229,0.14942986694452617
Mercury,230,0.15564048602503466
Mercury,231,0.16271730216988695
Mercury,232,0.16937717405289981
Mercury,233,0.17536865918694144
Mercury,234,0.18054871546478865
Mercury,235,0.184696597752405
Mercury,236,0.1873964681140826
Mercury,237,0.1888371250795561
Mercury,238,0.18969364759984345
Mercury,239,0.19016930007681473
Mercury,240,0.19031314525477697
Venus,0,0.16062341543601766
Venus,1,0.1613648299236456
Venus,2,0.16231022935656483
Venus,3,0.16346742884284934
Venus,4,0.1648372121500024
Venus,5,0.16641548321802974
Venus,6,0.16819490084381997
Venus,7,0.17016580638605888
Venus,8,0.172315521385375
Venus,9,0.17462753363926461
Venus,10,0.17708047955996578
Venus,11,0.17964801722562643
Venus,12,0.18229939335829765
Venus,13,0.1850008948825038
Venus,14,0.18771697299408102
Venus,15,0.19041155256878858
Venus,16,0.1930491288717836
Venus,17,0.19559614775763756
Venus,18,0.19802234582437428
Venus,19,0.20030116939557754
Venus,20,0.20241012153807633
