date,theta_residual_minus_sun_rad,optimal_composite_phase_rad,phase_misalignment_rad,R,high_R
1999-12-05,2.5843197806131863,2.958118793093517,-0.37379901248033054,-0.6774320049104453,False
1999-12-06,2.562042175096792,2.9835786007513114,-0.4215364256545193,-0.6871671893768355,False
1999-12-07,2.539759038845564,3.0090415761010725,-0.4692825372555083,-0.6979406603074139,False
1999-12-08,2.517475371068576,3.0345842578681435,-0.5171088867995675,-0.7092275432074051,False
1999-12-09,2.495262121972969,3.0601074447325036,-0.5648453227595347,-0.7202883868692445,False
1999-12-10,2.4731139703772156,3.0856729531055738,-0.6125589827283582,-0.7306797960788409,False
1999-12-11,2.4510799637282457,3.1111748855270056,-0.66009492179876,-0.7404495420151335,False
1999-12-12,2.4291256358082105,3.1366692857032064,-0.7075436498949959,-0.7498670849145617,False
1999-12-13,2.4072731731019585,-3.121137894878728,-0.7547742391989001,-0.759131421925813,False
1999-12-14,2.3854589453884705,-3.0958240266336308,-0.8019023351574859,-0.7682777293781798,False
1999-12-15,2.36367592465359,-3.0706855907638513,-0.8488237917621451,-0.7774128776766491,False
1999-12-16,2.341845524982939,-3.045674744905085,-0.8956650372915611,-0.7870254422011901,False
1999-12-17,2.3199674960409773,-3.020905704194671,-0.9423121069439375,-0.7975327226104878,False
1999-12-18,2.297977862017243,-2.996335311651475,-0.9888721335108688,-0.8091968120460932,False
1999-12-19,2.275892625465872,-2.972081357065375,-1.0352113246483405,-0.8223793524328749,False
1999-12-20,2.253662422459273,-2.9481055731877914,-1.0814173115325225,-0.8374888966901805,False
1999-12-21,2.23131980489382,-2.9245294775561494,-1.1273360247296171,-0.8545332009999788,False
1999-12-22,2.2088322303428862,-2.90131959155359,-1.17303348528311,-0.8729695198543845,False
1999-12-23,2.186238909104725,-2.87860119662412,-1.2183452014507417,-0.8922454044722103,False
1999-12-24,2.163493519052535,-2.856345830701253,-1.2633459574257984,-0.9121068209070912,False
1999-12-25,2.1406141912096377,-2.8346839131478987,-1.3078872028220498,-0.932432956648946,False
1999-12-26,2.1175515530045104,-2.81359632311483,-1.3520374310602463,-0.953056467525835,False
1999-12-27,2.09434362335902,-2.7932314817588213,-1.3956102020617447,-0.9738336224312928,False
1999-12-28,2.0709606979251616,-2.773611379411843,-1.4386132298425816,-0.9947761638261852,False
1999-12-29,2.047442682005266,-2.7549559537185666,-1.4807866714557534,-1.0160279639846816,False
1999-12-30,2.0237447878233166,-2.7373653243696725,-1.5220751949865967,-1.0377135259870347,False
1999-12-31,1.9998933590053767,-2.7210962292113328,-1.5621957189628768,-1.059589031638131,False
2000-01-01,1.975849799047734,-2.706234749528291,-1.601100758603561,-1.0812962352288975,False
2000-01-02,1.951662512073515,-2.692993562770815,-1.638529232335257,-1.102853210461242,False
2000-01-03,1.9273130407827619,-2.681396251577572,-1.674476014819252,-1.124694166741001,False
2000-01-04,1.9028635062103199,-2.6715633011716426,-1.7087584997976233,-1.1472173030585358,False
2000-01-05,1.8783076662637876,-2.6633646051115507,-1.7415130358042479,-1.170590264064138,False
2000-01-06,1.8537168500792003,-2.656711858806656,-1.7727565982937303,-1.1949122745071634,False
2000-01-07,1.8290763092791469,-2.651367319034774,-1.8027416788656652,-1.2204237193467118,False
2000-01-08,1.8044264208397829,-2.6472923376230124,-1.831466548716791,-1.2473413707955074,False
2000-01-09,1.77971725034355,-2.6442834029278073,-1.8591846539082288,-1.2756572128888055,False
2000-01-10,1.7549644502408803,-2.6422618722462468,-1.8859589846924596,-1.304935340273364,False
2000-01-11,1.7301080033919973,-2.640975295986319,-1.9121020078012698,-1.3343224171497752,False
2000-01-12,1.705163036394457,-2.640300104357461,-1.937722166427668,-1.3628362185467269,False
2000-01-13,1.6800740080617178,-2.639954461100795,-1.963156838017074,-1.3897860768759736,False
2000-01-14,1.6548711619460263,-2.6397930105113314,-1.9885211347222285,-1.4149298241032038,False
2000-01-15,1.62953352326564,-2.639528854057398,-2.0141229298565477,-1.4383024149582762,False
2000-01-16,1.6041263047454528,-2.6390169937212344,-2.0400420087128985,-1.4600087043630412,False
2000-01-17,1.5786477520558782,-2.6379861648516743,-2.066551390272034,-1.4801856272724907,False
