time,omega
25.87816563997262,140.33342958130103
25.880903490759753,136.18248539873642
25.883641341546884,132.18271681029182
25.88637919233402,128.32938345678608
25.88911704312115,124.61766340700792
25.89185489390828,121.04269876266373
25.894592744695416,117.59963389135277
25.897330595482547,114.28364718702848
25.900068446269678,111.08997718109075
25.90280629705681,108.01394375053817
25.905544147843944,105.05096508448754
25.908281998631075,102.196571005675
29.305954825462013,-100.57639209657832
29.308692676249144,-102.99838285470159
29.311430527036276,-105.506687883785
29.31416837782341,-108.10442419175956
29.31690622861054,-110.7947753522234
29.319644079397673,-113.58098327603757
29.322381930184804,-116.46633800924636
29.32511978097194,-119.45416526371167
29.32785763175907,-122.54781136348045
29.3305954825462,-125.75062524877379
29.333333333333332,-129.0659371539788
29.336071184120467,-132.49703353046357
29.338809034907598,-136.04712775930818
29.34154688569473,-139.71932615810897
29.34428473648186,-143.5165887657796
29.347022587268995,-147.44168435378862
29.349760438056126,-151.49713910600653
29.352498288843258,-155.68517839542258
29.35523613963039,-160.00766110714855
29.357973990417523,-164.46600597524986
29.360711841204655,-169.0611094684942
29.363449691991786,-173.7932548381192
29.366187542778917,-178.66201208160965
29.36892539356605,-183.66612873707396
29.371663244353183,-188.8034116679886
29.374401095140314,-194.07060028163204
29.377138945927445,-199.46323200875352
29.37987679671458,-204.9755013034088
29.38261464750171,-210.60011397105708
29.385352498288842,-216.3281392386879
29.388090349075977,-222.1488626988714
29.39082819986311,-228.0496440177022
29.39356605065024,-234.0157841302902
29.39630390143737,-240.03040750641986
29.399041752224505,-246.07436588149213
29.401779603011637,-252.12617062291446
29.404517453798768,-258.16196149528497
29.4072553045859,-264.15551999239136
29.409993155373034,-270.07833544395305
29.412731006160165,-275.8997317727293
29.415468856947296,-281.5870618949971
29.418206707734427,-287.1059753264696
29.420944558521562,-292.4207624350948
29.423682409308693,-297.4947760569506
29.426420260095824,-302.2909278124387
29.429158110882955,-306.77225262579003
29.43189596167009,-310.9025307455054
29.43463381245722,-314.6469523428137
29.437371663244353,-317.97280574149823
29.440109514031484,-320.85016694839265
29.44284736481862,-323.25256566098807
29.44558521560575,-325.1576017553951
29.44832306639288,-326.547486545159
29.451060917180012,-327.4094850740844
29.453798767967147,-327.73623924514783
29.456536618754278,-327.5259566301982
29.45927446954141,-326.7824559293596
29.462012320328544,-325.51506690560296
29.464750171115675,-323.73838959434704
29.467488021902806,-321.4719242305792
29.470225872689937,-318.73958911469566
29.472963723477072,-315.569148113007
29.475701574264203,-311.99157248425246
29.478439425051334,-308.0403630234424
29.481177275838466,-303.75085826042994
29.4839151266256,-299.1595527114802
29.48665297741273,-294.30344634806016
29.489390828199863,-289.21944274971094
29.492128678986994,-283.9438092998138
29.49486652977413,-278.5117085018456
29.49760438056126,-272.95680543494086
29.50034223134839,-267.31095265903036
29.503080082135522,-261.60395076551026
29.505817932922657,-255.86338024015203
29.508555783709788,-250.11449847744115
29.51129363449692,-244.38019454356174
29.51403148528405,-238.68099364522544
29.516769336071185,-233.03510305328942
29.519507186858316,-227.4584914457257
29.522245037645447,-221.9649940973351
29.52498288843258,-216.56643703732618
29.527720739219713,-211.2727740661517
29.530458590006845,-206.09223138607888
29.533196440793976,-201.03145542978206
29.53593429158111,-196.09566029854025
29.53867214236824,-191.28877195307052
29.541409993155373,-186.61356698006588
29.544147843942504,-182.0718043513422
29.54688569472964,-177.66434907775215
29.54962354551677,-173.39128709417963
29.5523613963039,-169.2520310388297
29.555099247091032,-165.2454168756412
29.557837097878167,-161.36979150185226
29.560574948665298,-157.62309165365994
29.56331279945243,-154.00291452308088
29.56605065023956,-150.50658058791927
29.568788501026695,-147.1311891878947
29.571526351813826,-143.8736674153277
29.574264202600958,-140.73081288174137
29.57700205338809,-137.6993309244806
29.579739904175224,-134.7758667841343
29.582477754962355,-131.95703326866283
29.585215605749486,-129.23943437912632
29.587953456536617,-126.61968534892763
29.590691307323752,-124.09442950106886
29.593429158110883,-121.66035230403445
29.596167008898014,-119.31419296293969
29.598904859685145,-117.05275386028666
29.60164271047228,-114.8729081180026
29.60438056125941,-112.77160553323903
29.607118412046542,-110.74587710501615
29.609856262833677,-108.79283835343102
29.61259411362081,-106.9096916008454
29.61533196440794,-105.09372736871288
29.61806981519507,-103.34232502842129
29.620807665982205,-101.65295281964431
35.58110882956879,-101.50977950953605
35.58384668035592,-103.24652330992527
35.58658453114305,-105.01045845655987
35.58932238193019,-106.80141325588681
35.592060232717316,-108.61915034702261
35.59479808350445,-110.46336153841152
35.59753593429158,-112.33366244694841
35.60027378507871,-114.2295869424234
35.60301163586585,-116.150581430786
35.605749486652975,-118.09599898167004
35.60848733744011,-120.06509333696985
35.611225188227245,-122.0570128313531
35.61396303901437,-124.07079425451637
35.61670088980151,-126.10535670485562
35.619438740588635,-128.15949548611073
35.62217659137577,-130.23187609055847
35.624914442162904,-132.32102835074787
35.62765229295003,-134.42534081028523
35.630390143737166,-136.54305540492084
35.6331279945243,-138.67226253643142
35.63586584531143,-140.8108966228065
35.63860369609856,-142.95673223191463
35.6413415468857,-145.1073809037863
35.644079397672826,-147.2602887614958
35.64681724845996,-149.4127350346278
35.64955509924709,-151.5618316133508
35.65229295003422,-153.70452373929947
35.65503080082136,-155.8375919724033
35.657768651608485,-157.95765552945159
35.66050650239562,-160.06117711944486
35.663244353182755,-162.14446937965135
35.66598220396988,-164.2037029957769
35.66872005475702,-166.23491659707082
35.671457905544145,-168.23402849154056
35.67419575633128,-170.1968502694804
35.676933607118414,-172.11910231993215
35.67967145790554,-173.9964312304465
35.68240930869268,-175.82442904963347
35.68514715947981,-177.59865434528768
35.68788501026694,-179.31465494477357
35.690622861054074,-180.96799223179198
35.6933607118412,-182.5542668286283
35.696098562628336,-184.0691454356422
35.69883641341547,-185.50838861068203
35.7015742642026,-186.8678791831482
