theta1,theta2,state
264.43133540894115,344.71795701914317,1
271.9590389175085,344.5440320598669,0
264.3581354808833,344.62036379933363,1
271.87781027387535,344.44661953871963,0
264.2845134687509,344.52207482016917,1
271.79596128435537,344.34851355710515,0
264.21046976176666,344.42308429164194,1
271.71348901791924,344.24970836018645,0
264.1360048655927,344.3233863770467,1
271.63039061979214,344.15019814698485,0
264.06111940618547,344.2229751929949,1
271.54666331542205,344.0499770704008,0
263.98581413372585,344.1218448094488,1
271.4623044145571,343.9490392372545,0
263.9100899266263,344.01998924977585,1
271.3773113154339,343.84737870834635,0
263.8339477956134,343.9174024908243,1
271.2916815090773,343.74498949853916,0
263.75738888788493,343.8140784630213,1
271.20541258371196,343.6418655768621,0
263.6804144913407,343.7100110504934,1
271.1185022292875,343.53800086663733,0
263.60302603888687,343.60519409121093,1
271.03094824211615,343.4333892456304,0
263.5252251128109,343.49962137715715,1
270.94274852962474,343.3280245462249,0
263.4470134492275,343.3932866545228,1
270.8539011152202,343.2219005556227,0
263.3683929425917,343.28618362392655,1
270.7644041432689,343.11501101606996,0
263.28936565028016,343.17830594066356,1
270.6742558841897,343.00734962511063,0
263.20993379723535,343.0696472149813,1
270.5834547396599,342.89891003586763,0
263.13009978067294,342.9602010123848,1
270.4919992479342,342.78968585735254,0
263.049866174848,342.849960853972,1
270.39988808927455,342.6796706548059,0
262.9692357358783,342.73892021679967,1
270.30712009149147,342.56885795006707,0
262.88821140662145,342.6270725342813,1
270.2136942355936,342.4572412219766,0
262.8067963216013,342.5144111966178,1
270.11960966154555,342.3448139068101,0
262.7249938119826,342.40092955126175,1
270.02486567413064,342.2315693987467,0
262.64280741058616,342.28662090341663,1
269.92946174891733,342.11750105037066,0
262.5602408569445,342.17147851657126,1
269.83339753832627,342.00260217320914,0
262.4772981023898,342.05549561307106,1
269.736672877795,341.8868660383056,0
262.3939833151712,341.93866537472667,1
269.6392877920377,341.7702858768304,0
262.31030088559623,341.82098094346117,1
269.54124250139523,341.65285488072993,0
262.2262554311888,341.7024354219966,1
269.4425374282723,341.5345662034138,0
262.1418518018609,341.5830218745806,1
269.34317320365767,341.41541296048274,0
262.05709508508903,341.46273332775473,1
269.243150673721,341.2953882304967,0
261.97199061108915,341.3415627711644,1
269.14247090648314,341.17448505578466,0
261.8865439579848,341.219503158412,1
269.0411351985526,341.052696443297,0
261.8007609569585,341.0965474079543,1
268.9391450819227,340.9300153655015,0
261.7146476973797,340.97268840404394,1
268.8365023308227,340.8064347613226,0
261.62821053190106,340.84791899771676,1
268.73320896861594,340.68194753712646,0
261.5414560815142,340.72223200782577,1
268.6292672747366,340.5565465677515,0
261.45439124055554,340.5956202221217,1
268.5246797916585,340.4302246975851,0
261.3670231816526,340.46807639838175,1
268.41944933188546,340.30297474168776,0
261.27935936060135,340.3395932655869,1
268.3135789849551,340.1747894869648,0
261.1914075211633,340.2101635251483,1
268.20707212444637,340.04566169338693,0
261.10317569977263,340.0797798521834,1
268.09993241498034,339.91558409525936,0
261.01467223014106,339.94843489684274,1
267.9921638192029,339.78454940254085,0
260.92590574774925,339.81612128568753,1
267.8837706047388,339.65255030221243,0
260.83688519421264,339.6828316231184,1
267.77475735110437,339.5195794596971,0
260.7476198215094,339.54855849285616,1
267.66512895656695,339.38562952033004,0
260.65811919605676,339.4132944594747,1
267.55489064493713,339.25069311087964,0
260.5683932026241,339.2770320699859,1
267.4440479722808,339.11476284112086,0
260.47845204806697,339.13976385547767,1
267.33260683353666,338.97783130545923,0
