s,x,y,theta,curvature,tx,ty,nx,ny
69340.41579465718,5.587393245733506,244.3224688720355,1.8961349709641453,-0.4099947413419355,-0.3196296839289473,0.9475425400030574,-0.9475425400030574,-0.3196296839289473
69882.62171774132,5.3667307521735275,244.97244215846257,1.899356616456453,-0.4147197241110473,-0.3226806660842559,0.9465078909858777,-0.9465078909858777,-0.3226806660842559
70413.99913587603,5.150105866436447,245.60817197321566,1.8983207566342952,-0.4193373661636862,-0.32170004364478466,0.9468416350590556,-0.9468416350590556,-0.32170004364478466
70936.52671519604,4.939494010698335,246.23293394220022,1.8927744758437572,-0.41974788577719396,-0.3164436730640105,0.9486113017139749,-0.9486113017139749,-0.3164436730640105
71452.22285009437,4.736870607135259,246.85000369132152,1.8825500405143205,-0.4109092759645886,-0.30672828692279386,0.9517971201693277,-0.9517971201693277,-0.30672828692279386
71963.17902517357,4.544211077923302,247.46265684648492,1.8675824171348823,-0.36457108019625717,-0.29244832052578534,0.9562813287848432,-0.9562813287848432,-0.29244832052578534
72471.59244039521,4.363490845238537,248.0741690335959,1.8479254566566479,-0.0863410398425484,-0.2735954481432854,0.9618448579245702,-0.9618448579245702,-0.2735954481432854
72979.7956631469,4.196685331257035,248.6878158785597,1.8237646621221837,-0.026995865861010427,-0.2502789220573642,0.9681737763100431,-0.9681737763100431,-0.2502789220573642
73490.28097363385,4.045769958154867,249.30687300728175,1.7954238290887587,0.022929460119370155,-0.22274323808842905,0.9748771460274895,-0.9748771460274895,-0.22274323808842905
74005.71724712192,3.9127201481081144,249.9346160456674,1.7633626702689986,0.06309614578101194,-0.19137843044355593,0.9815163250410862,-0.9815163250410862,-0.19137843044355593
74528.95773009685,3.799511323292849,250.57432061962206,1.728163141006252,0.08828280197172012,-0.15671810443316683,0.9876433747586482,-0.9876433747586482,-0.15671810443316683
75063.03791113451,3.7081189058851423,251.22926235505105,1.6905037257091622,0.10127502971167125,-0.1194217052814473,0.9928436212567534,-0.9928436212567534,-0.1194217052814473
