date,mean_direction,direction_std,mean_magnitude,zach_75W_parallel,adhikari_100W_parallel,greenland_45_parallel
1994-08-05,70.04831308940402,68.97255182434208,4.100881882077142,-2.4539531342371115,-2.5238010241687667,1.6709074701532747
1994-09-04,69.18162149903668,69.5296096177788,4.0705161791070985,-2.4005483707696893,-2.4688457215375026,1.6347186603428372
1994-10-04,68.28327079725926,70.09237532494079,4.041871636760371,-2.346997328437494,-2.413571364416175,1.5993975516462615
1994-11-03,67.35029206109687,70.65607778421672,4.014987530533849,-2.293491795803423,-2.3581593967898278,1.5651653963563972
1994-12-03,66.37972242228807,71.21595708748782,3.9898868993740666,-2.2402476694699196,-2.302818235886885,1.5322473613873104
1995-01-02,65.36868694909003,71.76716180993436,3.9665777797810295,-2.1875036960804386,-2.247781779929546,1.5008728101430973
1995-02-01,64.31446561601939,72.30464867264162,3.945053486116069,-2.135518303039076,-2.1933059193084357,1.4712744602112182
1995-03-03,63.214565564363284,72.82308564230449,3.925291628860838,-2.084564506717464,-2.1396631078644184,1.443686017787404
1995-04-02,62.066821803953246,73.3167605032731,3.9072518912444796,-2.0349232186064627,-2.087135378839175,1.4183381916050475
1995-05-02,60.869550216510106,73.77950063983012,3.89087294011009,-1.9868755564862393,-2.0360064616830176,1.39545331709238
1995-06-01,59.6217736556971,74.20461549391098,3.876069153629896,-1.9406949475134254,-1.9865538119721577,1.3752391096038548
1995-07-01,58.32353314354651,74.58487995277623,3.8627280517307283,-1.8966398518129577,-1.9390413798974184,1.3578822641463064
1995-07-31,56.976280075855755,74.9125827209593,3.850709364242875,-1.8549478445604448,-1.893713825176243,1.3435426974782878
1995-08-30,55.58332159351113,75.17966572990183,3.839846525532345,-1.8158315692106255,-1.8507926394754548,1.3323491612025917
1995-09-29,54.15026268755554,75.37797575918022,3.829951065712893,-1.7794767631047097,-1.8104743136951371,1.3243967622159591
1995-10-29,52.68536256873341,75.49963545899445,3.820819903708811,-1.746042208935402,-1.7729303394629654,1.319746634725162
1995-11-28,51.19970939354181,75.53751921721668,3.8122450302530733,-1.7156611423832673,-1.738308523233401,1.31842766517581
1995-12-28,49.707125592927696,75.4857947977418,3.804024598620006,-1.68844340531709,-1.7067348737160795,1.3204398346688888
1996-01-27,48.223747381800194,75.34047210946389,3.7959741383002163,-1.6644775140252914,-1.6783152338001495,1.3257584679823635
1996-02-26,46.76726957468304,75.09989085324415,3.787936535431649,-1.64383184936047,-1.653135897699748,1.3343385254986995
1996-03-27,45.355899090547666,74.76507898930117,3.7797895708486062,-1.62655435999921,-1.6312626664496301,1.3461180688284675
1996-04-26,44.00711028434381,74.339919711367,3.7714501053645897,-1.6126704825193268,-1.6127381262117197,1.361020186696588
1996-05-26,42.73634191560711,73.83107470327948,3.762874382945655,-1.6021793737697383,-1.5975773313463995,1.3789529655752566
1996-06-25,41.55581666068201,73.2476329455131,3.7540543653015352,-1.5950489468485765,-1.5857624597322695,1.3998074828642186
1996-07-25,40.47368292727401,72.60049765203347,3.7450105496708788,-1.5912105296000878,-1.577237310661568,1.4234542189685895
1996-08-24,39.49364671162522,71.90158748407595,3.73578233544462,-1.5905541557132814,-1.5719026717687739,1.4497386470426117
1996-09-23,38.61516237246167,71.16298747714448,3.726417543841426,-1.5929255056970248,-1.5696135496418555,1.4784769889752571
1996-10-23,37.83411140468189,70.39620404148073,3.7169628894197655,-1.5981253170579353,-1.5701790250942955,1.509453164024161
1996-11-22,37.14378045951054,69.61163969172716,3.7074569022225385,-1.6059117365733748,-1.5733651226052356,1.542417807678775
1996-12-22,36.53590824743878,68.81832656023384,3.697926065168334,-1.616005639863664,-1.5789006259927476,1.5770899163556502
1997-01-21,36.001611772221054,68.02388417004946,3.6883840718398275,-1.6280984875330087,-1.5864853239180658,1.6131612457913
1997-02-20,35.532087340104,67.23462653538101,3.678833442032173,-1.6418619086666315,-1.595799813037178,1.6503031412558167
1997-03-22,35.11906461073585,66.45574048404384,3.6692684111447242,-1.6569579552532547,-1.6065157735113083,1.6881750733055083
1997-04-21,34.755046404888276,65.69147661645701,3.6596780319074225,-1.6730489122630596,-1.6183056121381274,1.7264338771505583
1997-05-21,34.43339041062404,64.94531991058376,3.6500486858839016,-1.6898056896523026,-1.6308505469079784,1.7647426009301388
1997-06-20,34.14829049808867,64.22012826628581,3.640365573648985,-1.7069141331472824,-1.6438465438487795,1.802777978479053
1997-07-20,33.89470582638518,63.51824084671295,3.6306131426025936,-1.7240790120909635,-1.6570079493527683,1.8402358354142112
1997-08-19,33.66827263772393,62.84156472296221,3.6207747464983506,-1.7410258759133899,-1.6700690879014495,1.8768341407431945
1997-09-18,33.46522050042438,62.19164955993101,3.610832068320383,-1.7575013450335053,-1.682784447296014,1.9123138586637727
1997-10-18,33.28230366250415,61.569757797972244,3.6007649588358994,-1.773272665435702,-1.6949283047921009,1.9464381620204638
1997-11-17,33.11674969592252,60.97693371896046,3.590552292085281,-1.7881274279154495,-1.7062946821126592,1.9789908427303307
1997-12-17,32.966222070381946,60.41407042023913,3.580174236729473,-1.8018742363743883,-1.7166983660664674,2.009774854725302
1998-01-16,32.828790510324495,59.88197027399777,3.5696160316777354,-1.8143448337074326,-1.7259774296229866,2.0386118414798484
1998-02-15,32.70290255353615,59.3813926704498,3.558872999389581,-1.8253978147796723,-1.733997296954479,2.065343250739594
1998-03-17,32.587351052256054,58.91308312811683,3.547956188679689,-1.8349236271234297,-1.7406559713021026,2.0898332528482215
1998-04-16,32.48123464292445,58.477779806884904,3.536897815113168,-1.842850194446154,-1.74588969931828,2.111973253822834
1998-05-16,32.38391086444295,58.07619662965643,3.5257555964941423,-1.8491482520009415,-1.7496781324583477,2.1316873975385215
1998-06-15,32.29494411462298,57.70898589586962,3.514615184419224,-1.8538354152398486,-1.7520480169547852,2.1489381728925023
1998-07-15,32.214052715967114,57.37668694007969,3.5035901370978992,-1.8569781160925645,-1.7530745934929994,2.1637311268145885
1998-08-14,32.141060627288425,57.079670503223426,3.4928192313867754,-1.8586908220305596,-1.7528801959641618,2.1761177636421456
1998-09-13,32.07585951949545,56.818090642675884,3.482461324676666,-1.8591323488866334,-1.751629948886148,2.1861959628746392
1998-10-13,32.01838594444695,56.5918564222619,3.4726883614320507,-1.8584995059315883,-1.7495248888890205,2.1941076181471497
1998-11-12,31.968616529108147,56.40063382289391,3.4636774070575496,-1.8570187060342311,-1.7467932129414876,2.200033630930802
1998-12-12,31.926582310700212,56.243884445236255,3.455602704716808,-1.8549364572241438,-1.743680610003075,2.204186800942424
1999-01-11,31.89240247311102,56.12094256078933,3.4486286692234676,-1.852509787623097,-1.740440732575829,2.20680347546625
1999-02-10,31.866338776849545,56.031127660726874,3.4429044438227576,-1.8499975925653764,-1.7373267655544289,2.20813497260477
1999-03-12,31.848875620100216,55.97388742969196,3.438560231039994,-1.8476536657226,-1.7345847933782697,2.2084397704493535
1999-04-11,31.840837917194733,55.94896724383049,3.435705160546258,-1.8457218401453446,-1.7324493126907887,2.2079772732547593
1999-05-11,31.84357227652623,55.95660783449705,3.434426020667409,-1.8444332514125763,-1.7311408207647165,2.2070036349430193
1999-06-10,31.859242051917533,55.997782497368334,3.4347858187429656,-1.8440053445307345,-1.7308650323161123,2.2057697164806878
1999-07-10,31.89133694562497,56.07449656463075,3.436820804941755,-1.8446419469215776,-1.7318130041389006,2.2045208512051433
1999-08-09,31.945602266818526,56.19017225916092,3.4405341157896725,-1.8465335615017406,-1.7341613122527526,2.2034977573242887
1999-09-08,32.031812539949726,56.350079305114335,3.4458832156801495,-1.849857052657458,-1.738071480729323,2.2029377480419865
1999-10-08,32.167241749101606,56.56144180024149,3.4527560227001746,-1.8547740678236049,-1.743688061816732,2.203075357938935
1999-11-07,32.383200351459095,56.831534529055375,3.4609259351444988,-1.8614278467702239,-1.751135097029397,2.204141646943043
1999-12-07,32.73445461276617,57.158052304298884,3.469971017887108,-1.8699384760412268,-1.7605111008556704,2.2063617472959285
2000-01-06,33.29756927328259,57.50178731937408,3.479163197881264,-1.8803970322294794,-1.7718830858284245,2.2099505974576914
