date,theta_deg,theta_wrapped,angle_to_170E,angle_to_31E
1985-06-09,-256.34190382372674,103.65809617627326,23.658096176273286,17.34190382372671
1985-06-10,-256.26439385623706,103.73560614376294,23.73560614376295,17.264393856237042
1985-06-11,-256.1871711066899,103.8128288933101,23.812828893310083,17.187171106689917
1985-06-12,-256.11023412956547,103.88976587043453,23.889765870434534,17.11023412956546
1985-06-13,-256.03358149497757,103.96641850502243,23.966418505022457,17.033581494977543
1985-06-14,-255.95721178858435,104.04278821141565,24.042788211415672,16.95721178858432
1985-06-15,-255.8811236114959,104.11887638850408,24.11887638850412,16.88112361149587
1985-06-16,-255.8053155801812,104.19468441981883,24.194684419818802,16.80531558018119
1985-06-17,-255.72978632637478,104.27021367362522,24.270213673625236,16.729786326374757
1985-06-18,-255.65453449698313,104.34546550301684,24.345465503016875,16.65453449698312
1985-06-19,-255.5795587539884,104.42044124601159,24.420441246011595,16.579558753988398
1985-06-20,-255.50485777434739,104.49514222565261,24.495142225652614,16.504857774347375
1985-06-21,-255.43043024989495,104.56956975010507,24.56956975010504,16.430430249894957
1985-06-22,-255.35627488724424,104.64372511275576,24.64372511275576,16.35627488724423
1985-06-23,-255.28239040768415,104.71760959231585,24.717609592315867,16.282390407684133
1985-06-24,-255.2087755470769,104.79122445292307,24.791224452923107,16.20877554707689
1985-06-25,-255.13542905575383,104.86457094424617,24.864570944246186,16.13542905575381
1985-06-26,-255.06234969841236,104.93765030158761,24.93765030158764,16.06234969841236
1985-06-27,-254.98953625400887,105.01046374599116,25.010463745991125,15.989536254008867
