phi_rad,phi_deg,escape_probability,composite
0.4886921905584125,28.000000000000014,0.1971883814957288,Venus_Mars
0.5061454830783556,29.000000000000004,0.19700952095527519,Venus_Mars
0.5235987755982991,30.000000000000018,0.19681907908586532,Venus_Mars
0.5410520681182422,31.000000000000007,0.1966171394574399,Venus_Mars
0.5585053606381853,31.999999999999993,0.1964037905619207,Venus_Mars
0.5759586531581289,33.00000000000001,0.1961791257524316,Venus_Mars
0.593411945678072,34.0,0.19594324317928113,Venus_Mars
0.6108652381980155,35.000000000000014,0.19569624572276917,Venus_Mars
0.6283185307179586,36.0,0.1954382409228822,Venus_Mars
0.6457718232379022,37.000000000000014,0.19516934090594498,Venus_Mars
0.6632251157578453,38.0,0.19488966230829904,Venus_Mars
0.6806784082777888,39.000000000000014,0.19459932619708367,Venus_Mars
0.6981317007977319,40.00000000000001,0.19429845798819442,Venus_Mars
0.715584993317675,40.99999999999999,0.19398718736150036,Venus_Mars
0.7330382858376185,42.00000000000001,0.19366564817340298,Venus_Mars
0.7504915783575616,43.0,0.19333397836682095,Venus_Mars
0.7679448708775052,44.000000000000014,0.19299231987869064,Venus_Mars
0.7853981633974483,45.0,0.1926408185450724,Venus_Mars
0.8028514559173918,46.000000000000014,0.19227962400395598,Venus_Mars
0.8203047484373349,47.0,0.1919088895958611,Venus_Mars
0.8377580409572785,48.000000000000014,0.1915287722623316,Venus_Mars
0.8552113334772216,49.00000000000001,0.1911394324424232,Venus_Mars
0.8726646259971647,49.99999999999999,0.19074103396728745,Venus_Mars
0.8901179185171078,50.999999999999986,0.19033374395295682,Venus_Mars
0.9075712110370517,52.00000000000002,0.1899177326914368,Venus_Mars
0.9250245035569948,53.000000000000014,0.18949317354021378,Venus_Mars
0.9424777960769379,54.0,0.18906024281028813,Venus_Mars
0.959931088596881,54.999999999999986,0.18861911965284428,Venus_Mars
0.977384381116825,56.00000000000003,0.18816998594467024,Venus_Mars
0.9948376736367681,57.000000000000014,0.187713026172441,Venus_Mars
1.0122909661567112,58.00000000000001,0.18724842731597988,Venus_Mars
1.0297442586766543,58.99999999999999,0.18677637873061542,Venus_Mars
1.0471975511965974,59.999999999999986,0.18629707202874926,Venus_Mars
1.0646508437165414,61.00000000000002,0.18581070096075297,Venus_Mars
1.0821041362364845,62.000000000000014,0.1853174612953122,Venus_Mars
1.0995574287564276,63.0,0.1848175506993354,Venus_Mars
1.1170107212763707,63.999999999999986,0.18431116861754634,Venus_Mars
1.1344640137963147,65.00000000000003,0.18379851615187817,Venus_Mars
1.1519173063162578,66.00000000000001,0.18327979594078792,Venus_Mars
1.1693705988362009,67.0,0.18275521203860795,Venus_Mars
1.186823891356144,68.0,0.182224969795053,Venus_Mars
1.204277183876087,68.99999999999999,0.1816892757349986,Venus_Mars
1.221730476396031,70.00000000000003,0.1811483374386461,Venus_Mars
1.2391837689159741,71.00000000000001,0.18060236342219047,Venus_Mars
1.2566370614359172,72.0,0.18005156301910147,Venus_Mars
1.2740903539558603,72.99999999999999,0.17949614626213375,Venus_Mars
1.2915436464758043,74.00000000000003,0.17893632376617263,Venus_Mars
1.3089969389957474,75.00000000000001,0.1783723066120271,Venus_Mars
1.3264502315156905,76.0,0.17780430623127463,Venus_Mars
1.3439035240356336,77.0,0.17723253429226415,Venus_Mars
1.3613568165555767,77.99999999999999,0.17665720258737838,Venus_Mars
1.3788101090755207,79.00000000000003,0.17607852292165616,Venus_Mars
1.3962634015954638,80.00000000000001,0.17549670700287265,Venus_Mars
1.413716694115407,81.0,0.17491196633317124,Venus_Mars
1.43116998663535,81.99999999999999,0.17432451210234032,Venus_Mars
1.448623279155294,83.00000000000003,0.1737345550828233,Venus_Mars
1.466076571675237,84.00000000000001,0.1731423055265485,Venus_Mars
1.4835298641951802,85.0,0.17254797306366068,Venus_Mars
1.5009831567151233,86.0,0.1719517666032352,Venus_Mars
1.5184364492350664,86.99999999999999,0.17135389423604946,Venus_Mars
1.5358897417550104,88.00000000000003,0.17075456313948537,Venus_Mars
1.5533430342749535,89.00000000000001,0.17015397948463087,Venus_Mars
1.5707963267948966,90.0,0.16955234834564595,Venus_Mars
