date,theta_raw_rad,sun_phase_rad,theta_residual_minus_sun_rad,R,high_R
1992-07-26,2.4248863760377866,-2.789140975887999,-1.0691579552538002,-0.4816329673243641,False
1992-07-27,2.4102853512051716,-2.772807844020504,-1.100092111953911,-0.4835746560151338,False
1992-07-28,2.395640922268907,-2.7564684279869116,-1.1310759569237678,-0.4853214060548866,False
1992-07-29,2.3809581096418064,-2.7402496715573483,-1.161977525980431,-0.4869381556531801,False
1992-07-30,2.366244340044215,-2.724000198552595,-1.1929407685827762,-0.488485082353957,False
1992-07-31,2.351508936461453,-2.7078426362140404,-1.2238337345040922,-0.4899559847063749,False
1992-08-01,2.33676106176868,-2.6916258650297777,-1.2547983803811285,-0.4913010408055882,False
1992-08-02,2.32200809402455,-2.67546930574962,-1.285707907405417,-0.4924575299692479,False
1992-08-03,2.3072548606384338,-2.659223501103747,-1.3167069454374065,-0.4933721343596021,False
1992-08-04,2.2925037777745523,-2.6430056221839404,-1.3476759072210935,-0.4940174866524687,False
1992-08-05,2.2777560807930506,-2.6266691538416853,-1.37876007254485,-0.4943508311915129,False
1992-08-06,2.263013374463579,-2.610329924394959,-1.4098420083210481,-0.4943383575243674,False
1992-08-07,2.2482791406813725,-2.593845768267371,-1.4410603982308423,-0.4939663038330577,False
1992-08-08,2.2335590894844124,-2.577332485572611,-1.4722937321225622,-0.4931844786585017,False
1992-08-09,2.2188596284800717,-2.5606544473824027,-1.503671231317112,-0.4919141615357108,False
1992-08-10,2.2041871507741995,-2.5439299409039013,-1.5350682155014859,-0.490107238704099,False
1992-08-11,2.1895476365631588,-2.5270335325260165,-1.566604138090411,-0.487760079543572,False
1992-08-12,2.174946850465016,-2.510089860748364,-1.5981485959662063,-0.4849079539645188,False
1992-08-13,2.160390513315445,-2.492987718246788,-1.6298070756173537,-0.4816347612578067,False
1992-08-14,2.145883584664457,-2.475860406091813,-1.661441316423316,-0.4780299630826297,False
1992-08-15,2.1314289457693825,-2.458610786723596,-1.693145574686608,-0.4741575350303054,False
1992-08-16,2.117027440237589,-2.4413768815086248,-1.724780985433373,-0.4700528025210615,False
1992-08-17,2.1026793076357215,-2.424068894295984,-1.7564371052478807,-0.4657327236141193,False
1992-08-18,2.0883862725355975,-2.406821246422657,-1.7879777882213315,-0.4612080294706052,False
1992-08-19,2.074153121228175,-2.3895440159795003,-1.819488169971911,-0.4565053329071715,False
1992-08-20,2.05998692440647,-2.37236245890942,-1.8508359238636967,-0.4516487206688926,False
1992-08-21,2.045896040812078,-2.3551835885403825,-1.8821056778271252,-0.4466366531191695,False
1992-08-22,2.031888279870852,-2.3381224173500206,-1.9131746099587135,-0.4414418127379377,False
1992-08-23,2.017969324292789,-2.321083204805841,-1.9441327780809559,-0.436025157355095,False
1992-08-24,2.0041423200829875,-2.3041714371083932,-1.9748715499882055,-0.4303536706692401,False
1992-08-25,1.9904081817091814,-2.2872895763219963,-2.005487549148409,-0.4243972143614439,False
1992-08-26,1.9767654935221195,-2.2705342743657178,-2.0358855392917494,-0.4181280228760664,False
1992-08-27,1.9632107626619977,-2.253806853618666,-2.066167690898922,-0.4115298437341095,False
1992-08-28,1.9497397083537855,-2.2371954914009358,-2.096250107424865,-0.404582989867074,False
1992-08-29,1.9363478328792318,-2.2206008064638896,-2.126236667836465,-0.3972538851548628,False
1992-08-30,1.9230292350131997,-2.204102775594054,-2.156053296572333,-0.3895122854798793,False
1992-08-31,1.9097753115508418,-2.187601819327848,-2.1858081763008963,-0.3813864882700285,False
1992-09-01,1.896575222309007,-2.171170150846566,-2.2154399340240136,-0.3729799100776662,False
1992-09-02,1.8834169638492106,-2.1547087431588765,-2.2450596001714995,-0.3644514308976942,False
1992-09-03,1.870288780787046,-2.138282746877894,-2.274613779514646,-0.3559143444537612,False
1992-09-04,1.857180740836423,-2.121794758242009,-2.304209808101154,-0.3473816629429961,False
1992-09-05,1.8440855515825483,-2.1053039566709284,-2.3337957989261096,-0.3387882214138673,False
1992-09-06,1.830998319559594,-2.0887162363752028,-2.3634707512447894,-0.3300657558246374,False
1992-09-07,1.8179160480201197,-2.0720868279407463,-2.3931824312187207,-0.3211765049272446,False
1992-09-08,1.8048370324772343,-2.0553280293499525,-2.423020245352399,-0.3121244323559143,False
1992-09-09,1.7917613815296498,-2.0384950593223325,-2.4529288663276034,-0.3029640323288239,False
1992-09-10,1.7786902311800752,-2.021511859857828,-2.482983216141683,-0.293771732856751,False
1992-09-11,1.7656250663581652,-2.0044391717525083,-2.5131210690689123,-0.2846081854102152,False
1992-09-12,1.752567202180071,-1.9872177629104946,-2.5434003420890203,-0.2755053339976446,False
1992-09-13,1.7395177980673076,-1.9699167225603513,-2.573750786551927,-0.2664525505989944,False
1992-09-14,1.7264791584209824,-1.9524933489732204,-2.6042127997853832,-0.2574011230984372,False
1992-09-15,1.7134565222144396,-1.9350210356434092,-2.6347077493217377,-0.2482631583043999,False
1992-09-16,1.700458787342253,-1.9174672835113762,-2.665259236325957,-0.2389423522118828,False
1992-09-17,1.6874981126659172,-1.89990262594249,-2.695784568571179,-0.2294044334211166,False
1992-09-18,1.6745878159733643,-1.882298685205975,-2.726298806000247,-0.2196836021118214,False
1992-09-19,1.661738723000152,-1.8647187223996913,-2.7567278617797433,-0.2098632725865929,False
1992-09-20,1.6489576838352455,-1.8471359627403836,-2.7870916606039575,-0.2000241676336629,False
1992-09-21,1.636247205656769,-1.8296051643651297,-2.817332937157688,-0.1902159447045198,False
1992-09-22,1.623606275948486,-1.8121007708220855,-2.847478260409015,-0.180452984053971,False
1992-09-23,1.6110324221595214,-1.794668958857158,-2.877483926162907,-0.1707385357095861,False
1992-09-24,1.5985234896995415,-1.7772853591360651,-2.90737645834398,-0.1610943900325082,False
1992-09-25,1.5860783791289457,-1.759987392296459,-2.9371195357541815,-0.1515233549004973,False
1992-09-26,1.5736970784710387,-1.7427514779209337,-2.9667367507876143,-0.1420106069874635,False
1992-09-27,1.5613804979695765,-1.7256056848862709,-2.9961991243237387,-0.1325892019210709,False
1992-09-28,1.549128928086386,-1.7085264307096024,-3.025529948383598,-0.1233222279742119,False
1992-09-29,1.5369398507551146,-1.69153160050018,-3.054713855924292,-0.1142536900281513,False
1992-09-30,1.5248075355679127,-1.6745967753457627,-3.0837809962659106,-0.105376465924585,False
1992-10-01,1.5127243199838993,-1.6577290286703434,-3.1127319585253437,-0.0966467234208663,False
1992-10-02,1.50068159882289,-1.6409027053350913,3.1415843041579814,-0.0879838950077354,False
1992-10-03,1.4886704086456852,-1.6241140824702196,3.112784491115905,-0.0792976379524595,False
1992-10-04,1.4766820804939549,-1.607336698298012,3.0840187787919664,-0.0705254963954919,False
1992-10-05,1.4647089252351684,-1.590557065793362,3.0552659910285307,-0.0616223287590549,False
1992-10-06,1.4527441926503393,-1.57374964607934,3.02649383872968,-0.0525517909217136,False
1992-10-07,1.440781882354198,-1.5568938904242886,2.9976757727784866,-0.0433035991873627,False
1992-10-08,1.4288162227000036,-1.5399690604194467,2.96878528311945,-0.0339102132686678,False
